# ALEPH 1994 run list, built 2026-09-18 by build_run_list.py
# database: aleph.db (ALEPH run database, SQLite); event-class counts: class_counts_raw_1994.json (count_event_classes.py)
# selection: VDET, ITC, TPC = P and no subsystem D; our veto 57 runs; truncated counters: class16 / n_z0 > 1.1
# lepton-pair monitor (class 15): 6.1201 per nb^-1 on 1215 PERF runs 1994-07-01..1994-09-30, 28.27 pb^-1 SICAL
# fill factor = lepton-pair / SICAL luminosity of the fill's clean runs; fill_rescaled = 1 when |factor - 1| > 0.05 and > 4.0 sigma
# luminosities in nb^-1; the luminosity policy is applied by src/run_list.py
run,fill,date,ecm_gev,run_quality,vdet,itc,tpc,ecal,hcal,sical,lcal,trigger,daq,run_coord,n_events,n_z0,n_bhabha,lumi_sical_nb,lumi_status,class15,class16,truncated,reason,selected,fill_factor,fill_factor_err,fill_rescaled,lumi_leptonpair_nb
27103,2199,1994-07-10,91.209,PERF,P,P,P,P,P,P,P,P,P,P,9282,745,2005,23.807,OK,136,745,0,ok,1,0.9391,0.0259,0,22.222
27104,2199,1994-07-10,91.209,PERF,P,P,P,P,P,P,P,P,P,P,9572,735,2173,25.801,OK,131,737,0,ok,1,0.9391,0.0259,0,21.405
27105,2199,1994-07-10,91.209,PERF,P,P,P,P,P,P,P,P,P,P,9378,741,2128,25.267,OK,155,741,0,ok,1,0.9391,0.0259,0,25.326
27106,2199,1994-07-10,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9290,754,2055,24.4,OK,142,754,0,ok,1,0.9391,0.0259,0,23.202
27107,2199,1994-07-10,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9254,753,2056,24.411,OK,134,754,0,ok,1,0.9391,0.0259,0,21.895
27108,2199,1994-07-10,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9281,738,2204,26.167,OK,157,739,0,ok,1,0.9391,0.0259,0,25.653
27109,2199,1994-07-10,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9244,748,2120,25.169,OK,146,748,0,ok,1,0.9391,0.0259,0,23.856
27110,2199,1994-07-10,91.202,PERF,P,P,P,P,P,P,P,P,P,P,8815,738,1967,23.352,OK,154,743,0,ok,1,0.9391,0.0259,0,25.163
27114,2200,1994-07-10,91.19,PERF,P,P,P,P,P,P,P,P,P,P,10179,664,1891,22.444,OK,131,664,0,ok,1,0.9914,0.0190,0,21.405
27115,2200,1994-07-10,91.191,PERF,P,P,P,P,P,P,P,P,P,P,10281,684,2018,23.951,OK,161,684,0,ok,1,0.9914,0.0190,0,26.307
27116,2200,1994-07-10,91.193,PERF,P,P,P,P,P,P,P,P,P,P,10304,705,2049,24.32,OK,162,705,0,ok,1,0.9914,0.0190,0,26.470
27117,2200,1994-07-10,91.194,PERF,P,P,P,P,P,P,P,P,P,P,9998,713,2044,24.261,OK,159,713,0,ok,1,0.9914,0.0190,0,25.980
27118,2200,1994-07-10,91.195,PERF,P,P,P,P,P,P,P,P,P,P,9818,726,2042,24.238,OK,145,726,0,ok,1,0.9914,0.0190,0,23.693
27119,2200,1994-07-10,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9777,704,2015,23.919,OK,135,704,0,ok,1,0.9914,0.0190,0,22.059
27120,2200,1994-07-10,91.198,PERF,P,P,P,P,P,P,P,P,P,P,9648,727,1987,23.587,OK,164,728,0,ok,1,0.9914,0.0190,0,26.797
27121,2200,1994-07-10,91.2,PERF,P,P,P,P,P,P,P,P,P,P,9743,696,2052,24.359,OK,129,695,0,ok,1,0.9914,0.0190,0,21.078
27122,2200,1994-07-10,91.201,PERF,P,P,P,P,P,P,P,P,P,P,4713,267,847,10.055,OK,59,267,0,ok,1,0.9914,0.0190,0,9.640
27123,2200,1994-07-10,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9451,707,2031,24.113,OK,150,708,0,ok,1,0.9914,0.0190,0,24.510
27124,2200,1994-07-10,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9328,709,1965,23.33,OK,123,709,0,ok,1,0.9914,0.0190,0,20.098
27125,2200,1994-07-10,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9506,698,1992,23.651,OK,150,697,0,ok,1,0.9914,0.0190,0,24.510
27126,2200,1994-07-10,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9763,647,1815,21.55,OK,162,660,0,ok,1,0.9914,0.0190,0,26.470
27127,2200,1994-07-10,91.209,PERF,P,P,P,P,P,P,P,P,P,P,9977,684,2023,24.02,OK,139,686,0,ok,1,0.9914,0.0190,0,22.712
27128,2200,1994-07-10,91.21,PERF,P,P,P,P,P,P,P,P,P,P,9675,668,1936,22.988,OK,126,667,0,ok,1,0.9914,0.0190,0,20.588
27129,2200,1994-07-10,91.21,PERF,P,P,P,P,P,P,P,P,P,P,9703,667,2027,24.068,OK,142,667,0,ok,1,0.9914,0.0190,0,23.202
27130,2200,1994-07-10,91.21,PERF,P,P,P,P,P,P,P,P,P,P,9795,672,1968,23.367,OK,138,672,0,ok,1,0.9914,0.0190,0,22.549
27131,2200,1994-07-10,91.209,PERF,P,P,P,P,P,P,P,P,P,P,9675,644,1968,23.367,OK,140,643,0,ok,1,0.9914,0.0190,0,22.876
27132,2200,1994-07-11,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9280,704,2078,24.673,OK,145,703,0,ok,1,0.9914,0.0190,0,23.693
27133,2200,1994-07-11,91.207,PERF,P,P,P,P,P,P,P,P,P,P,8865,704,1945,23.093,OK,125,704,0,ok,1,0.9914,0.0190,0,20.425
27134,2200,1994-07-11,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9158,649,2010,23.865,OK,147,652,0,ok,1,0.9914,0.0190,0,24.019
27136,2201,1994-07-11,91.202,PERF,P,P,P,P,P,P,P,P,P,P,10711,663,1802,21.392,OK,136,663,0,ok,1,1.0186,0.0214,0,22.222
27137,2201,1994-07-11,91.202,PERF,P,P,P,P,P,P,P,P,P,P,10342,652,1899,22.544,OK,128,653,0,ok,1,1.0186,0.0214,0,20.915
27138,2201,1994-07-11,91.204,PERF,P,P,P,P,P,P,P,P,P,P,10515,636,1825,21.666,OK,119,635,0,ok,1,1.0186,0.0214,0,19.444
27139,2201,1994-07-11,91.206,PERF,P,P,P,P,P,P,P,P,P,P,10432,649,1894,22.486,OK,135,649,0,ok,1,1.0186,0.0214,0,22.059
27140,2201,1994-07-11,91.208,PERF,P,P,P,P,P,P,P,P,P,P,10118,662,1854,22.012,OK,146,663,0,ok,1,1.0186,0.0214,0,23.856
27141,2201,1994-07-11,91.209,PERF,P,P,P,P,P,P,P,P,P,P,10788,599,1662,19.733,OK,117,621,0,ok,1,1.0186,0.0214,0,19.117
27142,2201,1994-07-11,91.21,PERF,P,P,P,P,P,P,P,P,P,P,9671,672,1684,19.995,OK,144,673,0,ok,1,1.0186,0.0214,0,23.529
27143,2201,1994-07-11,91.211,PERF,P,P,P,P,P,P,P,P,P,P,10361,655,1991,23.64,OK,144,657,0,ok,1,1.0186,0.0214,0,23.529
27144,2201,1994-07-11,91.212,PERF,P,P,P,P,P,P,P,P,P,P,10575,617,1921,22.81,OK,135,616,0,ok,1,1.0186,0.0214,0,22.059
27145,2201,1994-07-11,91.212,PERF,P,P,P,P,P,P,P,P,P,P,9946,633,1681,19.96,OK,125,633,0,ok,1,1.0186,0.0214,0,20.425
27146,2201,1994-07-11,91.212,PERF,P,P,P,P,P,P,P,P,P,P,10068,642,1840,21.848,OK,131,642,0,ok,1,1.0186,0.0214,0,21.405
27147,2201,1994-07-11,91.212,PERF,P,P,P,P,P,P,P,P,P,P,9979,662,1798,21.349,OK,140,662,0,ok,1,1.0186,0.0214,0,22.876
27148,2201,1994-07-11,91.211,PERF,P,P,P,P,P,P,P,P,P,P,10065,658,1849,21.954,OK,137,658,0,ok,1,1.0186,0.0214,0,22.385
27149,2201,1994-07-11,91.21,PERF,P,P,P,P,P,P,P,P,P,P,9545,690,1846,21.919,OK,132,691,0,ok,1,1.0186,0.0214,0,21.568
27150,2201,1994-07-11,91.209,PERF,P,P,P,P,P,P,P,P,P,P,10103,647,1861,22.096,OK,124,647,0,ok,1,1.0186,0.0214,0,20.261
27151,2201,1994-07-11,91.207,PERF,P,P,P,P,P,P,P,P,P,P,10561,608,1799,21.359,OK,144,610,0,ok,1,1.0186,0.0214,0,23.529
27152,2201,1994-07-11,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9759,651,1815,21.548,OK,147,651,0,ok,1,1.0186,0.0214,0,24.019
27153,2201,1994-07-11,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9716,655,1944,23.078,OK,156,657,0,ok,1,1.0186,0.0214,0,25.490
27166,2202,1994-07-11,91.205,PERF,P,P,P,P,P,P,P,P,P,P,10131,662,1884,22.371,OK,120,661,0,ok,1,0.9880,0.0189,0,19.608
27168,2202,1994-07-11,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9930,716,2152,25.554,OK,144,715,0,ok,1,0.9880,0.0189,0,23.529
27169,2202,1994-07-11,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9832,706,1973,23.429,OK,148,706,0,ok,1,0.9880,0.0189,0,24.183
27170,2202,1994-07-11,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9588,726,1938,23.014,OK,146,726,0,ok,1,0.9880,0.0189,0,23.856
27171,2202,1994-07-11,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9863,722,2020,23.987,OK,152,722,0,ok,1,0.9880,0.0189,0,24.836
27172,2202,1994-07-11,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9656,743,2105,24.997,OK,167,743,0,ok,1,0.9880,0.0189,0,27.287
27173,2202,1994-07-11,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9960,719,2116,25.127,OK,167,720,0,ok,1,0.9880,0.0189,0,27.287
27174,2202,1994-07-12,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9337,731,2084,24.747,OK,132,731,0,ok,1,0.9880,0.0189,0,21.568
27175,2202,1994-07-12,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9113,719,2002,23.772,OK,169,720,0,ok,1,0.9880,0.0189,0,27.614
27176,2202,1994-07-12,91.204,PERF,P,P,P,P,P,P,P,P,P,P,9549,733,2098,24.912,OK,158,733,0,ok,1,0.9880,0.0189,0,25.817
27177,2202,1994-07-12,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9222,738,2095,24.876,OK,154,737,0,ok,1,0.9880,0.0189,0,25.163
27178,2202,1994-07-12,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9181,754,2036,24.175,OK,151,754,0,ok,1,0.9880,0.0189,0,24.673
27179,2202,1994-07-12,91.202,PERF,P,P,P,P,P,P,P,P,P,P,9148,757,2001,23.759,OK,132,757,0,ok,1,0.9880,0.0189,0,21.568
27180,2202,1994-07-12,91.202,PERF,P,P,P,P,P,P,P,P,P,P,8961,776,2044,24.27,OK,159,776,0,ok,1,0.9880,0.0189,0,25.980
27181,2202,1994-07-12,91.202,PERF,P,P,P,P,P,P,P,P,P,P,9386,764,2179,25.873,OK,146,764,0,ok,1,0.9880,0.0189,0,23.856
27182,2202,1994-07-12,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9331,724,2207,26.206,OK,156,724,0,ok,1,0.9880,0.0189,0,25.490
27183,2202,1994-07-12,91.204,PERF,P,P,P,P,P,P,P,P,P,P,8942,750,2034,24.152,OK,134,749,0,ok,1,0.9880,0.0189,0,21.895
27184,2202,1994-07-12,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9185,737,2144,25.458,OK,143,737,0,ok,1,0.9880,0.0189,0,23.366
27185,2202,1994-07-12,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9577,681,2086,24.77,OK,141,681,0,ok,1,0.9880,0.0189,0,23.039
27186,2202,1994-07-12,91.206,PERF,P,P,P,P,P,P,P,P,P,P,7604,566,1554,18.453,OK,107,566,0,ok,1,0.9880,0.0189,0,17.483
27193,2203,1994-07-12,91.198,PERF,P,P,P,P,P,P,P,P,P,P,10225,680,1872,22.228,OK,150,683,0,ok,1,1.0068,0.0190,0,24.510
27194,2203,1994-07-12,91.198,PERF,P,P,P,P,P,P,P,P,P,P,10031,726,2029,24.092,OK,140,727,0,ok,1,1.0068,0.0190,0,22.876
27195,2203,1994-07-12,91.197,PERF,P,P,P,P,P,P,P,P,P,P,9846,684,1926,22.868,OK,130,683,0,ok,1,1.0068,0.0190,0,21.242
27196,2203,1994-07-12,91.197,PERF,P,P,P,P,P,P,P,P,P,P,10198,687,1954,23.2,OK,170,687,0,ok,1,1.0068,0.0190,0,27.777
27197,2203,1994-07-12,91.196,PERF,P,P,P,P,P,P,P,P,P,P,10032,718,2072,24.601,OK,148,718,0,ok,1,1.0068,0.0190,0,24.183
27198,2203,1994-07-12,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9318,742,1949,23.141,OK,160,741,0,ok,1,1.0068,0.0190,0,26.143
27199,2203,1994-07-12,91.195,PERF,P,P,P,P,P,P,P,P,P,P,9479,721,2073,24.613,OK,152,719,0,ok,1,1.0068,0.0190,0,24.836
27200,2203,1994-07-12,91.195,PERF,P,P,P,P,P,P,P,P,P,P,9558,714,2019,23.971,OK,175,716,0,ok,1,1.0068,0.0190,0,28.594
27201,2203,1994-07-12,91.195,PERF,P,P,P,P,P,P,P,P,P,P,10035,662,1882,22.345,OK,135,660,0,ok,1,1.0068,0.0190,0,22.059
27202,2203,1994-07-12,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9570,703,2009,23.853,OK,134,703,0,ok,1,1.0068,0.0190,0,21.895
27203,2203,1994-07-12,91.198,PERF,P,P,P,P,P,P,P,P,P,P,9584,698,2020,23.984,OK,140,698,0,ok,1,1.0068,0.0190,0,22.876
27204,2203,1994-07-12,91.199,PERF,P,P,P,P,P,P,P,P,P,P,9626,685,1909,22.667,OK,161,684,0,ok,1,1.0068,0.0190,0,26.307
27205,2203,1994-07-12,91.201,PERF,P,P,P,P,P,P,P,P,P,P,9502,717,1998,23.725,OK,122,717,0,ok,1,1.0068,0.0190,0,19.934
27206,2203,1994-07-12,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9224,729,1996,23.703,OK,157,729,0,ok,1,1.0068,0.0190,0,25.653
27207,2203,1994-07-12,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9433,705,2171,25.782,OK,157,705,0,ok,1,1.0068,0.0190,0,25.653
27208,2203,1994-07-12,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9200,693,1985,23.574,OK,140,692,0,ok,1,1.0068,0.0190,0,22.876
27209,2203,1994-07-12,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9124,735,1991,23.646,OK,133,735,0,ok,1,1.0068,0.0190,0,21.732
27210,2203,1994-07-12,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9368,752,2192,26.032,OK,153,752,0,ok,1,1.0068,0.0190,0,25.000
27211,2203,1994-07-12,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9128,743,2179,25.878,OK,160,741,0,ok,1,1.0068,0.0190,0,26.143
27212,2203,1994-07-12,91.206,PERF,P,P,P,P,P,P,P,P,P,P,8866,735,2074,24.63,OK,146,736,0,ok,1,1.0068,0.0190,0,23.856
27213,2203,1994-07-13,91.204,PERF,P,P,P,P,P,P,P,P,P,P,4755,363,1071,12.719,OK,64,363,0,ok,1,1.0068,0.0190,0,10.457
27215,2204,1994-07-13,91.195,PERF,P,P,P,P,P,P,P,P,P,P,11200,272,740,8.787,OK,75,272,0,ok,1,1.3946,0.1690,0,12.255
27231,2206,1994-07-13,91.188,PERF,P,P,P,P,P,P,P,P,P,P,10214,601,1701,20.193,OK,140,618,0,ok,1,0.9794,0.0211,0,22.876
27232,2206,1994-07-13,91.191,PERF,P,P,P,P,P,P,P,P,P,P,10103,671,1880,22.319,OK,147,672,0,ok,1,0.9794,0.0211,0,24.019
27235,2206,1994-07-13,91.193,PERF,P,P,P,P,P,P,P,P,P,P,9492,715,1949,23.139,OK,139,715,0,ok,1,0.9794,0.0211,0,22.712
27236,2206,1994-07-13,91.195,PERF,P,P,P,P,P,P,P,P,P,P,9554,710,2084,24.743,OK,130,708,0,ok,1,0.9794,0.0211,0,21.242
27237,2206,1994-07-13,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9240,744,2012,23.889,OK,120,744,0,ok,1,0.9794,0.0211,0,19.608
27238,2206,1994-07-13,91.198,PERF,P,P,P,P,P,P,P,P,P,P,9008,734,1972,23.415,OK,130,735,0,ok,1,0.9794,0.0211,0,21.242
27239,2206,1994-07-13,91.2,PERF,P,P,P,P,P,P,P,P,P,P,9266,741,1987,23.594,OK,153,740,0,ok,1,0.9794,0.0211,0,25.000
27240,2206,1994-07-13,91.202,PERF,P,P,P,P,P,P,P,P,P,P,9394,690,2008,23.844,OK,162,690,0,ok,1,0.9794,0.0211,0,26.470
27241,2206,1994-07-13,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9109,731,2184,25.935,OK,161,732,0,ok,1,0.9794,0.0211,0,26.307
27242,2206,1994-07-13,91.204,PERF,P,P,P,P,P,P,P,P,P,P,9134,766,2025,24.047,OK,154,764,0,ok,1,0.9794,0.0211,0,25.163
27243,2206,1994-07-13,91.205,PERF,P,P,P,P,P,P,P,P,P,P,3022,226,680,8.075,OK,56,226,0,ok,1,0.9794,0.0211,0,9.150
27244,2206,1994-07-13,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8491,18,64,0.76,OK,127,664,1,flags,0,0.9794,0.0211,0,20.751
27247,2206,1994-07-14,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8645,43,146,1.734,OK,151,777,1,flags,0,0.9794,0.0211,0,24.673
27248,2206,1994-07-14,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,4278,227,647,7.682,OK,81,353,1,flags,0,0.9794,0.0211,0,13.235
27249,2206,1994-07-14,91.202,PERF,P,P,P,P,P,P,P,P,P,P,8865,736,2050,24.343,OK,144,735,0,ok,1,0.9794,0.0211,0,23.529
27250,2206,1994-07-14,91.201,PERF,P,P,P,P,P,P,P,P,P,P,8677,741,2073,24.616,OK,147,742,0,ok,1,0.9794,0.0211,0,24.019
27251,2206,1994-07-14,91.2,PERF,P,P,P,P,P,P,P,P,P,P,8873,710,2139,25.399,OK,153,711,0,ok,1,0.9794,0.0211,0,25.000
27252,2206,1994-07-14,91.197,PERF,P,P,P,P,P,P,P,P,P,P,8697,696,1893,22.476,OK,116,696,0,ok,1,0.9794,0.0211,0,18.954
27253,2206,1994-07-14,91.198,PERF,P,P,P,P,P,P,P,P,P,P,8830,712,2098,24.911,OK,122,712,0,ok,1,0.9794,0.0211,0,19.934
27254,2206,1994-07-14,91.202,PERF,P,P,P,P,P,P,P,P,P,P,7272,546,1611,19.13,OK,128,545,0,ok,1,0.9794,0.0211,0,20.915
27259,2207,1994-07-14,91.19,PERF,P,P,P,P,P,P,P,P,P,P,10579,669,1961,23.269,OK,149,669,0,ok,1,0.9492,0.0479,0,24.346
27260,2207,1994-07-14,91.191,PERF,P,P,P,P,P,P,P,P,P,P,10359,605,1728,20.505,OK,124,706,1,truncated_counters,0,0.9492,0.0479,0,20.261
27261,2207,1994-07-14,91.192,PERF,P,P,P,P,P,P,P,P,P,P,7888,570,1586,18.82,OK,107,569,0,ok,1,0.9492,0.0479,0,17.483
27263,2207,1994-07-14,91.193,PERF,P,P,P,P,P,P,P,P,P,P,6434,417,1153,13.682,OK,74,429,0,ok,1,0.9492,0.0479,0,12.091
27265,2207,1994-07-14,91.195,PERF,P,P,P,P,P,P,P,P,P,P,7677,477,1378,16.353,OK,89,477,0,ok,1,0.9492,0.0479,0,14.542
27275,2209,1994-07-15,91.187,PERF,P,P,P,P,P,P,P,P,P,P,9583,627,1692,20.085,OK,152,627,0,ok,1,1.0169,0.0200,0,24.836
27276,2209,1994-07-15,91.187,PERF,P,P,P,P,P,P,P,P,P,P,9044,694,1774,21.058,OK,110,692,0,ok,1,1.0169,0.0200,0,17.974
27277,2209,1994-07-15,91.188,PERF,P,P,P,P,P,P,P,P,P,P,8785,626,1782,21.154,OK,146,625,0,ok,1,1.0169,0.0200,0,23.856
27278,2209,1994-07-15,91.19,PERF,P,P,P,P,P,P,P,P,P,P,10045,744,2195,26.057,OK,157,744,0,ok,1,1.0169,0.0200,0,25.653
27279,2209,1994-07-15,91.192,PERF,P,P,P,P,P,P,P,P,P,P,9769,730,2151,25.536,OK,149,731,0,ok,1,1.0169,0.0200,0,24.346
27280,2209,1994-07-15,91.192,PERF,P,P,P,P,P,P,P,P,P,P,9625,713,2121,25.18,OK,154,712,0,ok,1,1.0169,0.0200,0,25.163
27281,2209,1994-07-15,91.193,PERF,P,P,P,P,P,P,P,P,P,P,9447,732,2028,24.076,OK,162,733,0,ok,1,1.0169,0.0200,0,26.470
27282,2209,1994-07-15,91.194,PERF,P,P,P,P,P,P,P,P,P,P,9121,777,2042,24.243,OK,166,777,0,ok,1,1.0169,0.0200,0,27.124
27283,2209,1994-07-15,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9334,772,2191,26.013,OK,167,773,0,ok,1,1.0169,0.0200,0,27.287
27284,2209,1994-07-15,91.197,PERF,P,P,P,P,P,P,P,P,P,P,9134,749,2090,24.814,OK,157,751,0,ok,1,1.0169,0.0200,0,25.653
27285,2209,1994-07-15,91.198,PERF,P,P,P,P,P,P,P,P,P,P,8586,677,1740,20.659,OK,116,679,0,ok,1,1.0169,0.0200,0,18.954
27286,2209,1994-07-15,91.199,PERF,P,P,P,P,P,P,P,P,P,P,8770,547,1536,18.238,OK,109,549,0,ok,1,1.0169,0.0200,0,17.810
27287,2209,1994-07-15,91.201,PERF,P,P,P,P,P,P,P,P,P,P,9130,760,2077,24.662,OK,153,759,0,ok,1,1.0169,0.0200,0,25.000
27288,2209,1994-07-15,91.202,PERF,P,P,P,P,P,P,P,P,P,P,9409,782,2177,25.85,OK,155,782,0,ok,1,1.0169,0.0200,0,25.326
27289,2209,1994-07-15,91.202,PERF,P,P,P,P,P,P,P,P,P,P,8928,775,2083,24.734,OK,168,775,0,ok,1,1.0169,0.0200,0,27.451
27290,2209,1994-07-15,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9221,737,2179,25.874,OK,168,737,0,ok,1,1.0169,0.0200,0,27.451
27291,2209,1994-07-15,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9225,777,2163,25.684,OK,142,775,0,ok,1,1.0169,0.0200,0,23.202
27292,2209,1994-07-15,91.203,PERF,P,P,P,P,P,P,P,P,P,P,8894,792,2121,25.186,OK,147,792,0,ok,1,1.0169,0.0200,0,24.019
27293,2209,1994-07-15,91.203,PERF,P,P,P,P,P,P,P,P,P,P,6695,568,1577,18.726,OK,109,568,0,ok,1,1.0169,0.0200,0,17.810
27316,2217,1994-07-16,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9285,783,2198,26.098,OK,139,782,0,ok,1,0.9678,0.0315,0,22.712
27317,2217,1994-07-16,91.196,PERF,P,P,P,P,P,P,P,P,P,P,3337,276,742,8.81,OK,57,276,0,ok,1,0.9678,0.0315,0,9.314
27319,2217,1994-07-16,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9394,768,2200,26.122,OK,141,768,0,ok,1,0.9678,0.0315,0,23.039
27320,2217,1994-07-16,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9386,780,2230,26.478,OK,142,778,0,ok,1,0.9678,0.0315,0,23.202
27321,2217,1994-07-16,91.197,PERF,P,P,P,P,P,P,P,P,P,P,9239,726,2054,24.389,OK,151,724,0,ok,1,0.9678,0.0315,0,24.673
27322,2217,1994-07-16,91.198,PERF,P,P,P,P,P,P,P,P,P,P,9154,742,2026,24.057,OK,154,743,0,ok,1,0.9678,0.0315,0,25.163
27323,2217,1994-07-16,91.2,PERF,P,P,P,P,P,P,P,P,P,P,9301,736,2144,25.459,OK,175,734,0,ok,1,0.9678,0.0315,0,28.594
27324,2217,1994-07-16,91.201,PERF,P,P,P,P,P,P,P,P,P,P,3226,278,753,8.942,OK,50,278,0,ok,1,0.9678,0.0315,0,8.170
27326,2218,1994-07-17,91.2,PERF,P,P,P,P,P,P,P,P,P,P,9883,737,2061,24.473,OK,132,737,0,ok,1,1.0279,0.0185,0,21.568
27327,2218,1994-07-17,91.198,PERF,P,P,P,P,P,P,P,P,P,P,9567,757,2134,25.339,OK,170,758,0,ok,1,1.0279,0.0185,0,27.777
27328,2218,1994-07-17,91.197,PERF,P,P,P,P,P,P,P,P,P,P,9468,742,2071,24.591,OK,143,742,0,ok,1,1.0279,0.0185,0,23.366
27329,2218,1994-07-17,91.198,PERF,P,P,P,P,P,P,P,P,P,P,9427,778,2136,25.363,OK,173,781,0,ok,1,1.0279,0.0185,0,28.268
27330,2218,1994-07-17,91.198,PERF,P,P,P,P,P,P,P,P,P,P,9417,779,2327,27.631,OK,154,780,0,ok,1,1.0279,0.0185,0,25.163
27331,2218,1994-07-17,91.197,PERF,P,P,P,P,P,P,P,P,P,P,9283,782,2142,25.434,OK,154,782,0,ok,1,1.0279,0.0185,0,25.163
27332,2218,1994-07-17,91.197,PERF,P,P,P,P,P,P,P,P,P,P,9390,780,2172,25.789,OK,150,780,0,ok,1,1.0279,0.0185,0,24.510
27333,2218,1994-07-17,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9096,749,2200,26.121,OK,165,748,0,ok,1,1.0279,0.0185,0,26.960
27334,2218,1994-07-17,91.194,PERF,P,P,P,P,P,P,P,P,P,P,9319,788,2170,25.764,OK,167,790,0,ok,1,1.0279,0.0185,0,27.287
27335,2218,1994-07-17,91.193,PERF,P,P,P,P,P,P,P,P,P,P,9365,764,2170,25.764,OK,166,762,0,ok,1,1.0279,0.0185,0,27.124
27336,2218,1994-07-17,91.192,PERF,P,P,P,P,P,P,P,P,P,P,9064,750,2129,25.276,OK,170,751,0,ok,1,1.0279,0.0185,0,27.777
27337,2218,1994-07-17,91.191,PERF,P,P,P,P,P,P,P,P,P,P,9512,742,2266,26.902,OK,163,740,0,ok,1,1.0279,0.0185,0,26.634
27338,2218,1994-07-17,91.19,PERF,P,P,P,P,P,P,P,P,P,P,9217,769,2180,25.881,OK,158,769,0,ok,1,1.0279,0.0185,0,25.817
27339,2218,1994-07-17,91.19,PERF,P,P,P,P,P,P,P,P,P,P,9145,775,2099,24.919,OK,199,774,0,ok,1,1.0279,0.0185,0,32.516
27340,2218,1994-07-17,91.189,PERF,P,P,P,P,P,P,P,P,P,P,8850,748,2095,24.871,OK,150,747,0,ok,1,1.0279,0.0185,0,24.510
27341,2218,1994-07-17,91.189,PERF,P,P,P,P,P,P,P,P,P,P,8987,758,2071,24.586,OK,167,756,0,ok,1,1.0279,0.0185,0,27.287
27342,2218,1994-07-17,91.189,PERF,P,P,P,P,P,P,P,P,P,P,9419,755,2217,26.32,OK,154,755,0,ok,1,1.0279,0.0185,0,25.163
27343,2218,1994-07-17,91.19,PERF,P,P,P,P,P,P,P,P,P,P,9527,731,2204,26.166,OK,167,731,0,ok,1,1.0279,0.0185,0,27.287
27344,2218,1994-07-17,91.192,PERF,P,P,P,P,P,P,P,P,P,P,9006,747,2091,24.825,OK,151,747,0,ok,1,1.0279,0.0185,0,24.673
27345,2218,1994-07-17,91.195,PERF,P,P,P,P,P,P,P,P,P,P,9236,757,2203,26.157,OK,158,755,0,ok,1,1.0279,0.0185,0,25.817
27346,2218,1994-07-17,91.198,PERF,P,P,P,P,P,P,P,P,P,P,7153,585,1515,17.989,OK,124,584,0,ok,1,1.0279,0.0185,0,20.261
27348,2219,1994-07-17,91.197,PERF,P,P,P,P,P,P,P,P,P,P,10066,743,2211,26.253,OK,171,742,0,ok,1,1.0132,0.0192,0,27.941
