# ALEPH 1994 run list, built 2026-09-18 by build_run_list.py
# database: aleph.db (ALEPH run database, SQLite); event-class counts: class_counts_raw_1994.json (count_event_classes.py)
# selection: VDET, ITC, TPC = P and no subsystem D; our veto 57 runs; truncated counters: class16 / n_z0 > 1.1
# lepton-pair monitor (class 15): 6.1201 per nb^-1 on 1215 PERF runs 1994-07-01..1994-09-30, 28.27 pb^-1 SICAL
# fill factor = lepton-pair / SICAL luminosity of the fill's clean runs; fill_rescaled = 1 when |factor - 1| > 0.05 and > 4.0 sigma
# luminosities in nb^-1; the luminosity policy is applied by src/run_list.py
run,fill,date,ecm_gev,run_quality,vdet,itc,tpc,ecal,hcal,sical,lcal,trigger,daq,run_coord,n_events,n_z0,n_bhabha,lumi_sical_nb,lumi_status,class15,class16,truncated,reason,selected,fill_factor,fill_factor_err,fill_rescaled,lumi_leptonpair_nb
25520,2057,1994-05-12,91.144,MAYB,D,P,M,M,D,D,P,P,M,P,1057,80,,,Unkn,14,80,0,flags,0,1.0000,0.0000,0,2.288
25521,2057,1994-05-12,91.144,MAYB,D,P,M,M,D,D,P,P,M,P,3846,294,,,Unkn,28,179,0,flags,0,1.0000,0.0000,0,4.575
25522,2057,1994-05-12,91.144,MAYB,D,P,M,M,D,D,P,P,M,P,7286,722,,,Unkn,62,334,0,flags,0,1.0000,0.0000,0,10.131
25527,2057,1994-05-12,91.144,MAYB,D,P,M,M,D,D,P,P,M,P,3345,584,,,Unkn,47,272,0,flags,0,1.0000,0.0000,0,7.680
25528,2057,1994-05-12,91.144,MAYB,D,P,M,M,D,D,P,P,M,P,5772,570,,,Unkn,53,264,0,flags,0,1.0000,0.0000,0,8.660
25530,2057,1994-05-12,91.144,MAYB,D,P,M,M,D,D,P,P,M,P,4827,248,,,Unkn,54,249,0,flags,0,1.0000,0.0000,0,8.823
25531,2057,1994-05-12,91.144,MAYB,D,P,M,M,D,D,P,P,M,P,4487,233,,,Unkn,50,233,0,flags,0,1.0000,0.0000,0,8.170
25532,2057,1994-05-12,91.144,MAYB,M,P,M,M,D,D,P,P,M,P,5660,312,,,Unkn,49,312,0,flags,0,1.0000,0.0000,0,8.006
25536,2057,1994-05-12,91.144,MAYB,M,P,M,M,D,D,P,P,M,P,6543,338,,,Unkn,68,338,0,flags,0,1.0000,0.0000,0,11.111
25537,2057,1994-05-12,91.144,MAYB,M,P,M,M,D,D,P,P,M,P,1988,106,,,Unkn,25,106,0,flags,0,1.0000,0.0000,0,4.085
25538,2057,1994-05-12,91.144,MAYB,M,P,M,M,D,D,P,P,M,P,6636,324,,,Unkn,61,323,0,flags,0,1.0000,0.0000,0,9.967
25541,2057,1994-05-12,91.144,MAYB,M,P,M,M,D,D,P,P,M,P,3418,121,,,Unkn,23,121,0,flags,0,1.0000,0.0000,0,3.758
25543,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,6604,281,,,Unkn,56,280,0,flags,0,1.0000,0.0000,0,9.150
25545,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,2943,124,,,Unkn,12,124,0,flags,0,1.0000,0.0000,0,1.961
25546,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,6636,321,,,Unkn,49,321,0,flags,0,1.0000,0.0000,0,8.006
25549,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,6353,344,,,Unkn,80,344,0,flags,0,1.0000,0.0000,0,13.072
25550,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,6493,298,,,Unkn,44,298,0,flags,0,1.0000,0.0000,0,7.189
25551,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,6639,292,,,Unkn,66,292,0,flags,0,1.0000,0.0000,0,10.784
25552,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,1698,99,,,Unkn,25,99,0,flags,0,1.0000,0.0000,0,4.085
25553,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,6455,361,,,Unkn,66,361,0,flags,0,1.0000,0.0000,0,10.784
25554,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,M,P,6369,373,,,Unkn,72,373,0,flags,0,1.0000,0.0000,0,11.765
25555,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,P,P,6278,359,,,Unkn,74,359,0,flags,0,1.0000,0.0000,0,12.091
25556,2057,1994-05-12,91.144,MAYB,P,P,M,M,M,D,P,P,P,P,3792,234,,,Unkn,41,235,0,flags,0,1.0000,0.0000,0,6.699
25587,2058,1994-05-12,91.144,MAYB,P,P,M,M,D,D,P,P,P,P,6887,0,,,Unkn,59,300,0,flags,0,1.0000,0.0000,0,9.640
25588,2058,1994-05-13,91.144,MAYB,P,P,M,M,D,D,P,P,P,P,6807,0,,,Unkn,74,296,0,flags,0,1.0000,0.0000,0,12.091
25589,2058,1994-05-13,91.144,MAYB,P,P,M,M,D,D,P,P,P,P,2858,0,,,Unkn,26,130,0,flags,0,1.0000,0.0000,0,4.248
25591,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6761,257,,,Unkn,59,279,0,flags,0,1.0000,0.0000,0,9.640
25596,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3890,176,,,Unkn,31,176,0,flags,0,1.0000,0.0000,0,5.065
25598,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6743,323,,,Unkn,82,323,0,flags,0,1.0000,0.0000,0,13.399
25599,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,5960,331,,,Unkn,63,333,0,flags,0,1.0000,0.0000,0,10.294
25600,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6603,334,,,Unkn,76,335,0,flags,0,1.0000,0.0000,0,12.418
25601,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6568,315,,,Unkn,49,316,0,flags,0,1.0000,0.0000,0,8.006
25602,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6708,346,,,Unkn,67,347,0,flags,0,1.0000,0.0000,0,10.948
25603,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6604,341,,,Unkn,53,341,0,flags,0,1.0000,0.0000,0,8.660
25604,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6551,365,,,Unkn,62,364,0,flags,0,1.0000,0.0000,0,10.131
25605,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6669,320,,,Unkn,72,320,0,flags,0,1.0000,0.0000,0,11.765
25606,2058,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,4558,233,,,Unkn,49,232,0,flags,0,1.0000,0.0000,0,8.006
25620,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,5527,145,,,Unkn,31,144,0,flags,0,1.0000,0.0000,0,5.065
25624,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6208,168,,,Unkn,41,187,0,flags,0,1.0000,0.0000,0,6.699
25625,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1501,59,,,Unkn,14,59,0,flags,0,1.0000,0.0000,0,2.288
25626,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1454,66,,,Unkn,19,66,0,flags,0,1.0000,0.0000,0,3.105
25630,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,23,227,,,Unkn,46,227,0,flags,0,1.0000,0.0000,0,7.516
25631,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6515,277,,,Unkn,77,275,0,flags,0,1.0000,0.0000,0,12.582
25632,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3454,357,,,Unkn,74,356,0,flags,0,1.0000,0.0000,0,12.091
25633,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,2908,377,,,Unkn,80,378,0,flags,0,1.0000,0.0000,0,13.072
25634,2060,1994-05-13,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6426,400,,,Unkn,86,400,0,flags,0,1.0000,0.0000,0,14.052
25635,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,4551,268,,,Unkn,52,267,0,flags,0,1.0000,0.0000,0,8.497
25636,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1565,92,,,Unkn,15,92,0,flags,0,1.0000,0.0000,0,2.451
25637,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6439,370,,,Unkn,69,370,0,flags,0,1.0000,0.0000,0,11.274
25638,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3991,228,,,Unkn,47,228,0,flags,0,1.0000,0.0000,0,7.680
25639,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6420,395,,,Unkn,77,395,0,flags,0,1.0000,0.0000,0,12.582
25640,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6224,384,,,Unkn,83,384,0,flags,0,1.0000,0.0000,0,13.562
25641,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6132,353,,,Unkn,90,354,0,flags,0,1.0000,0.0000,0,14.706
25642,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6514,396,,,Unkn,94,395,0,flags,0,1.0000,0.0000,0,15.359
25643,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,819,57,,,Unkn,9,57,0,flags,0,1.0000,0.0000,0,1.471
25644,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,636,46,,,Unkn,4,46,0,flags,0,1.0000,0.0000,0,0.654
25647,2060,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3469,199,,,Unkn,37,200,0,flags,0,1.0000,0.0000,0,6.046
25675,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6627,162,,,Unkn,35,178,0,flags,0,1.0000,0.0000,0,5.719
25676,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6605,221,,,Unkn,62,225,0,flags,0,1.0000,0.0000,0,10.131
25677,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6486,243,,,Unkn,44,256,0,flags,0,1.0000,0.0000,0,7.189
25678,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6614,239,,,Unkn,37,239,0,flags,0,1.0000,0.0000,0,6.046
25679,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6638,263,,,Unkn,52,263,0,flags,0,1.0000,0.0000,0,8.497
25681,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1731,55,,,Unkn,22,55,0,flags,0,1.0000,0.0000,0,3.595
25682,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6603,264,,,Unkn,55,264,0,flags,0,1.0000,0.0000,0,8.987
25683,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6455,289,,,Unkn,59,289,0,flags,0,1.0000,0.0000,0,9.640
25684,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6445,311,,,Unkn,52,311,0,flags,0,1.0000,0.0000,0,8.497
25685,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6501,264,,,Unkn,60,303,0,flags,0,1.0000,0.0000,0,9.804
25686,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6451,326,,,Unkn,72,346,0,flags,0,1.0000,0.0000,0,11.765
25687,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6606,289,,,Unkn,57,289,0,flags,0,1.0000,0.0000,0,9.314
25688,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3997,155,,,Unkn,39,155,0,flags,0,1.0000,0.0000,0,6.372
25689,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6556,294,,,Unkn,70,294,0,flags,0,1.0000,0.0000,0,11.438
25690,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6307,300,,,Unkn,53,299,0,flags,0,1.0000,0.0000,0,8.660
25691,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6480,289,,,Unkn,49,289,0,flags,0,1.0000,0.0000,0,8.006
25692,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6543,274,,,Unkn,54,319,0,flags,0,1.0000,0.0000,0,8.823
25693,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,5002,241,,,Unkn,38,241,0,flags,0,1.0000,0.0000,0,6.209
25694,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6461,324,,,Unkn,58,324,0,flags,0,1.0000,0.0000,0,9.477
25695,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6349,348,,,Unkn,80,348,0,flags,0,1.0000,0.0000,0,13.072
25696,2061,1994-05-14,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,4096,200,,,Unkn,41,200,0,flags,0,1.0000,0.0000,0,6.699
25699,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6662,223,,,Unkn,34,223,0,flags,0,1.0000,0.0000,0,5.555
25700,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1967,83,,,Unkn,16,83,0,flags,0,1.0000,0.0000,0,2.614
25701,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6493,253,,,Unkn,60,253,0,flags,0,1.0000,0.0000,0,9.804
25702,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6682,271,,,Unkn,64,268,0,flags,0,1.0000,0.0000,0,10.457
25703,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1527,61,,,Unkn,16,61,0,flags,0,1.0000,0.0000,0,2.614
25704,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6565,279,,,Unkn,62,279,0,flags,0,1.0000,0.0000,0,10.131
25705,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3579,150,,,Unkn,31,150,0,flags,0,1.0000,0.0000,0,5.065
25706,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6486,312,,,Unkn,59,311,0,flags,0,1.0000,0.0000,0,9.640
25707,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6597,292,,,Unkn,54,294,0,flags,0,1.0000,0.0000,0,8.823
25708,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3791,199,,,Unkn,42,199,0,flags,0,1.0000,0.0000,0,6.863
25709,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6443,301,,,Unkn,57,301,0,flags,0,1.0000,0.0000,0,9.314
25710,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3152,149,,,Unkn,33,149,0,flags,0,1.0000,0.0000,0,5.392
25711,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6452,287,,,Unkn,43,287,0,flags,0,1.0000,0.0000,0,7.026
25712,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6706,308,,,Unkn,63,308,0,flags,0,1.0000,0.0000,0,10.294
25713,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6456,298,,,Unkn,61,297,0,flags,0,1.0000,0.0000,0,9.967
25714,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6528,308,,,Unkn,77,307,0,flags,0,1.0000,0.0000,0,12.582
25715,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,5351,335,,,Unkn,58,335,0,flags,0,1.0000,0.0000,0,9.477
25716,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6373,343,,,Unkn,62,354,0,flags,0,1.0000,0.0000,0,10.131
25717,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6445,334,,,Unkn,73,369,0,flags,0,1.0000,0.0000,0,11.928
25718,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6620,308,,,Unkn,73,307,0,flags,0,1.0000,0.0000,0,11.928
25719,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6658,333,,,Unkn,70,332,0,flags,0,1.0000,0.0000,0,11.438
25720,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1001,69,,,Unkn,13,69,0,flags,0,1.0000,0.0000,0,2.124
25721,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,4467,296,,,Unkn,54,296,0,flags,0,1.0000,0.0000,0,8.823
25722,2063,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,2466,158,,,Unkn,32,158,0,flags,0,1.0000,0.0000,0,5.229
25731,2067,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6476,306,,,Unkn,55,306,0,flags,0,1.0000,0.0000,0,8.987
25735,2067,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6509,403,,,Unkn,85,404,0,flags,0,1.0000,0.0000,0,13.889
25736,2067,1994-05-15,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6426,395,,,Unkn,76,393,0,flags,0,1.0000,0.0000,0,12.418
25738,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6426,401,,,Unkn,74,401,0,flags,0,1.0000,0.0000,0,12.091
25739,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6452,413,,,Unkn,89,412,0,flags,0,1.0000,0.0000,0,14.542
25740,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1165,73,,,Unkn,16,73,0,flags,0,1.0000,0.0000,0,2.614
25741,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6435,435,,,Unkn,96,435,0,flags,0,1.0000,0.0000,0,15.686
25742,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6481,423,,,Unkn,108,423,0,flags,0,1.0000,0.0000,0,17.647
25743,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6576,401,,,Unkn,96,401,0,flags,0,1.0000,0.0000,0,15.686
25749,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6315,458,,,Unkn,82,459,0,flags,0,1.0000,0.0000,0,13.399
25750,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,1253,99,,,Unkn,15,98,0,flags,0,1.0000,0.0000,0,2.451
25751,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6264,468,,,Unkn,94,468,0,flags,0,1.0000,0.0000,0,15.359
25753,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,928,72,,,Unkn,13,72,0,flags,0,1.0000,0.0000,0,2.124
25755,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6308,457,,,Unkn,108,456,0,flags,0,1.0000,0.0000,0,17.647
25756,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,2695,178,,,Unkn,39,178,0,flags,0,1.0000,0.0000,0,6.372
25757,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6343,454,,,Unkn,85,453,0,flags,0,1.0000,0.0000,0,13.889
25758,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6472,452,,,Unkn,84,451,0,flags,0,1.0000,0.0000,0,13.725
25759,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6077,465,,,Unkn,87,465,0,flags,0,1.0000,0.0000,0,14.216
25760,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6400,499,,,Unkn,94,499,0,flags,0,1.0000,0.0000,0,15.359
25761,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6338,492,,,Unkn,97,491,0,flags,0,1.0000,0.0000,0,15.849
25762,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6379,475,,,Unkn,86,476,0,flags,0,1.0000,0.0000,0,14.052
25763,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6438,452,,,Unkn,100,454,0,flags,0,1.0000,0.0000,0,16.340
25764,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6483,494,,,Unkn,94,493,0,flags,0,1.0000,0.0000,0,15.359
25765,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,2745,202,,,Unkn,39,202,0,flags,0,1.0000,0.0000,0,6.372
25766,2067,1994-05-16,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,4140,194,,,Unkn,43,195,0,flags,0,1.0000,0.0000,0,7.026
25781,2070,1994-05-17,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,3460,69,,,Unkn,44,105,0,flags,0,1.0000,0.0000,0,7.189
25782,2070,1994-05-17,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6574,315,,,Unkn,68,314,0,flags,0,1.0000,0.0000,0,11.111
25783,2070,1994-05-17,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6479,315,,,Unkn,69,315,0,flags,0,1.0000,0.0000,0,11.274
25784,2070,1994-05-17,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6526,281,,,Unkn,62,300,0,flags,0,1.0000,0.0000,0,10.131
25785,2070,1994-05-17,91.144,MAYB,P,P,M,M,M,D,D,P,P,P,6635,361,,,Unkn,71,360,0,flags,0,1.0000,0.0000,0,11.601
25786,2070,1994-05-17,91.219,MAYB,P,P,M,M,M,D,D,P,P,P,3655,184,,,Unkn,32,184,0,flags,0,1.0000,0.0000,0,5.229
25796,2071,1994-05-17,91.212,MAYB,P,P,M,M,M,M,P,P,P,P,7508,277,,,Unkn,49,278,0,flags,0,1.0000,0.0000,0,8.006
25797,2071,1994-05-17,91.213,MAYB,P,P,M,M,M,M,P,P,P,P,1733,60,,,Unkn,14,60,0,flags,0,1.0000,0.0000,0,2.288
25798,2071,1994-05-17,91.211,MAYB,P,P,M,M,M,M,P,P,P,P,4961,216,,,Unkn,48,216,0,flags,0,1.0000,0.0000,0,7.843
25799,2071,1994-05-17,91.212,MAYB,P,P,M,M,M,M,P,P,P,P,7761,375,,,Unkn,66,375,0,flags,0,1.0000,0.0000,0,10.784
25800,2071,1994-05-17,91.212,MAYB,P,P,M,M,M,M,P,P,P,P,8079,406,,,Unkn,86,406,0,flags,0,1.0000,0.0000,0,14.052
25801,2071,1994-05-17,91.212,MAYB,P,P,M,M,M,M,P,P,P,P,7554,444,,,Unkn,93,443,0,flags,0,1.0000,0.0000,0,15.196
25802,2071,1994-05-17,91.212,MAYB,P,P,M,M,M,M,P,P,P,P,7312,500,,,Unkn,72,500,0,flags,0,1.0000,0.0000,0,11.765
25803,2071,1994-05-17,91.212,MAYB,P,P,M,M,M,M,P,P,P,P,7289,482,,,Unkn,95,481,0,flags,0,1.0000,0.0000,0,15.523
25804,2071,1994-05-17,91.213,MAYB,P,P,M,M,M,M,P,P,P,P,7141,440,,,Unkn,102,440,0,flags,0,1.0000,0.0000,0,16.666
25805,2071,1994-05-17,91.214,MAYB,P,P,M,M,M,M,P,P,P,P,6987,462,,,Unkn,97,461,0,flags,0,1.0000,0.0000,0,15.849
25806,2071,1994-05-17,91.214,MAYB,P,P,M,M,M,M,P,P,P,P,6848,476,,,Unkn,83,475,0,flags,0,1.0000,0.0000,0,13.562
25807,2071,1994-05-17,91.215,MAYB,P,P,M,M,M,M,P,P,P,P,6857,467,,,Unkn,90,467,0,flags,0,1.0000,0.0000,0,14.706
25808,2071,1994-05-17,91.216,MAYB,P,P,M,M,M,M,P,P,P,P,6799,462,,,Unkn,89,461,0,flags,0,1.0000,0.0000,0,14.542
25809,2071,1994-05-17,91.217,MAYB,P,P,M,M,M,M,P,P,P,P,6646,468,,,Unkn,85,469,0,flags,0,1.0000,0.0000,0,13.889
25810,2071,1994-05-17,91.218,MAYB,P,P,M,M,M,M,P,P,P,P,6678,457,,,Unkn,91,458,0,flags,0,1.0000,0.0000,0,14.869
25811,2071,1994-05-17,91.22,MAYB,P,P,M,M,M,M,P,P,P,P,6303,527,,,Unkn,99,528,0,flags,0,1.0000,0.0000,0,16.176
25812,2071,1994-05-17,91.222,MAYB,P,P,M,M,M,M,P,P,P,P,6222,562,,,Unkn,103,563,0,flags,0,1.0000,0.0000,0,16.830
25813,2071,1994-05-17,91.223,MAYB,P,P,M,M,M,M,P,P,P,P,3692,272,,,Unkn,65,272,0,flags,0,1.0000,0.0000,0,10.621
25814,2071,1994-05-17,91.224,MAYB,P,P,M,M,M,M,P,P,P,P,6524,516,,,Unkn,100,515,0,flags,0,1.0000,0.0000,0,16.340
25816,2071,1994-05-17,91.222,MAYB,P,P,M,M,M,M,M,P,P,P,7102,476,,,Unkn,85,477,0,flags,0,1.0000,0.0000,0,13.889
25817,2071,1994-05-18,91.219,MAYB,P,P,M,M,M,M,M,P,P,P,7049,416,,,Unkn,93,416,0,flags,0,1.0000,0.0000,0,15.196
25818,2071,1994-05-18,91.22,MAYB,P,P,M,M,M,M,M,P,P,P,7135,423,,,Unkn,87,422,0,flags,0,1.0000,0.0000,0,14.216
25819,2071,1994-05-18,91.221,MAYB,P,P,M,M,M,M,M,P,P,P,3219,199,,,Unkn,48,199,0,flags,0,1.0000,0.0000,0,7.843
25820,2071,1994-05-18,91.221,MAYB,P,P,M,M,M,M,M,P,P,P,7130,510,,,Unkn,92,510,0,flags,0,1.0000,0.0000,0,15.033
25821,2071,1994-05-18,91.223,MAYB,P,P,M,M,M,M,M,P,P,P,6933,528,,,Unkn,93,528,0,flags,0,1.0000,0.0000,0,15.196
25822,2071,1994-05-18,91.223,MAYB,P,P,M,M,M,M,M,P,P,P,7406,462,,,Unkn,85,463,0,flags,0,1.0000,0.0000,0,13.889
25827,2072,1994-05-18,91.223,MAYB,P,P,M,M,M,M,M,P,P,P,8416,183,,,Unkn,50,183,0,flags,0,1.0000,0.0000,0,8.170
25828,2072,1994-05-18,91.224,MAYB,P,P,M,M,M,M,M,P,P,P,8021,223,,,Unkn,46,223,0,flags,0,1.0000,0.0000,0,7.516
25829,2072,1994-05-18,91.224,MAYB,P,P,M,M,M,M,M,P,P,P,7718,217,,,Unkn,44,217,0,flags,0,1.0000,0.0000,0,7.189
25830,2072,1994-05-18,91.225,MAYB,P,P,M,M,M,M,M,P,P,P,7504,224,,,Unkn,51,224,0,flags,0,1.0000,0.0000,0,8.333
25831,2072,1994-05-18,91.226,MAYB,P,P,M,M,M,M,M,P,P,P,7762,274,,,Unkn,42,274,0,flags,0,1.0000,0.0000,0,6.863
25833,2072,1994-05-18,91.227,MAYB,P,P,M,M,M,M,M,P,P,P,7611,303,,,Unkn,58,303,0,flags,0,1.0000,0.0000,0,9.477
25834,2072,1994-05-18,91.228,MAYB,P,P,M,M,M,M,M,P,P,P,7588,259,,,Unkn,52,259,0,flags,0,1.0000,0.0000,0,8.497
25835,2072,1994-05-18,91.229,MAYB,P,P,M,M,M,M,M,P,P,P,7441,304,,,Unkn,66,303,0,flags,0,1.0000,0.0000,0,10.784
